equation_id,source_paragraph_id,original_text,normalized_latex,symbols,declared_units,dimensional_check,status,rationale
UMCH-EQ-0095,UMCH-SRC-P0155,"ds2=−f(r)c2dt2+f(r)dr2​+r2dΩ2,f(r)=1−rrs​​+r2rQ2​​",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0096,UMCH-SRC-P0157,"Limite FIDO (β→1): Per un osservatore stazionario a riposo locale (Zero Angular Momentum Observer / FIDO), qualsiasi particella in caduta o in orbita radiale raggiunge la velocità della luce β→1. Il rapporto locale tende al valore asintotico:
Rorizzonte​=12πϵ0​Gc45​(m0​q​)2",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0097,UMCH-SRC-P0158,Conversione di Modo di Gertsenshtein: L'intenso campo elettrico radiale del buco nero E(r)=4πϵ0​r2Q​ funge da catalizzatore: le onde gravitazionali hμν​ (spin-2) e le onde elettromagnetiche fμν​ (spin-1) si convertono reciprocamente a causa del termine d'interazione nel lagrangiano Lint​∼Fμνfμν​h.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0098,UMCH-SRC-P0159,"Fattori di Corpo Grigio (Greybody Factors): La radiazione prodotta vicino a r+​ deve attraversare la barriera di potenziale Vs​(r) per raggiungere r→∞. Poiché il potenziale centrifugo per spin s=2 è superiore a quello per spin s=1:
Ts=2​(ω)<Ts=1​(ω)
Per un osservatore distante, la radiazione gravitazionale viene filtrata maggiormente rispetto a quella elettromagnetica, determinando un incremento del rapporto misurato a distanza:
R∞​(ω)=Rorizzonte​⋅​Ts=2​(ω)Ts=1​(ω)​​2>Rorizzonte​",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0099,UMCH-SRC-P0161,Il postulato dell'inesistenza di linee d'universo a curvatura geodetica nulla (κ0​>0) costituisce un principio unificatore ad alto potere predittivo. Esso:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0100,UMCH-SRC-P0171,"We assume that in a 4D spacetime with metric gμν​ and signature (−,+,+,+), the worldline xμ(τ) of a charged particle of mass m0​ and charge q satisfies the kinematic equations in the 4D Frenet-Serret frame:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0101,UMCH-SRC-P0172,"dτDUμ​=Aμ=c2κ(τ)Nμ,with κ(τ)≥κ0​>0",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0102,UMCH-SRC-P0173,"where Uμ=dτdxμ​ is the four-velocity (UμUμ​=−c2), Nμ is the unit normal four-vector (NμNμ​=1), and κ(τ) denotes the proper geodesic curvature.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0103,UMCH-SRC-P0175,"In extended 5D Kaluza-Klein formalism, the 5-dimensional spacetime possesses a metric tensor g^​AB​ (A,B=0,1,2,3,5):",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0104,UMCH-SRC-P0176,g^​AB​dxAdxB=gμν​dxμdxν+ϕ2(dx5+kAμ​dxμ)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0105,UMCH-SRC-P0177,Setting the dilatonic scalar ϕ=1 and coupling constant k=c416πGϵ0​​​=m0​c22q​.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0106,UMCH-SRC-P0179,dτ^2d2xA​+Γ^BCA​dτ^dxB​dτ^dxC​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0107,UMCH-SRC-P0180,Projecting the first four components (A=μ) onto 4D spacetime yields:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0108,UMCH-SRC-P0181,dτDUμ​=m0​q​Fμνuν​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0109,UMCH-SRC-P0182,Taking the norm of the four-acceleration under the constraint κ≥κ0​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0110,UMCH-SRC-P0183,κ2=c4gμα​AμAα​=(m0​c2q​)2gμα​FμνFαβUν​Uβ​≥κ02​>0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0111,UMCH-SRC-P0184,Result: The electromagnetic field tensor Fμν​ and the Riemann curvature tensor Rαβμν​ are intrinsically coupled: Fμν​ is the required geometric manifestation ensuring that the worldline maintains minimum kinematic curvature κ0​.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0112,UMCH-SRC-P0188,m0​Aμ=Fextμ​+τ0​m0​(dτDAμ​−c2Aα​Aα​Uμ),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0113,UMCH-SRC-P0189,where τ0​=6πϵ0​m0​c3q2​. Expanding the derivative of four-acceleration via 4D Frenet-Serret relations:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0114,UMCH-SRC-P0190,dτDAμ​=c2κ˙Nμ+c2κ2Uμ+c2κτ1​Bμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0115,UMCH-SRC-P0191,"where Bμ is the unit binormal four-vector and τ1​ is the geodesic torsion. Substituting into the ALD equation, the term proportional to Uμ (c2κ2Uμ) cancels the Schottky term −c2Aα​Aα​Uμ=−c2κ2Uμ:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0116,UMCH-SRC-P0192,Fradμ​=τ0​m0​c2(κ˙Nμ+κτ1​Bμ),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0117,UMCH-SRC-P0193,"Under constant minimum curvature κ(τ)=κ0​⟹κ˙=0, the equation of motion becomes:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0118,UMCH-SRC-P0194,m0​c2κ0​Nμ=Fextμ​+τ0​m0​c2κ0​τ1​Bμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0119,UMCH-SRC-P0195,"Since self-force acts exclusively along the binormal Bμ, components along normal Nμ contain no higher-order time derivatives, analytically eliminating unstable runaway solutions.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0120,UMCH-SRC-P0197,"In the presence of background gravitational curvature Rαβμν​=0, electromagnetic radiation propagates on and within the lightcone. The equation of motion generalizes to the DeWitt-Brehme equation:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0121,UMCH-SRC-P0198,"m0​Aμ=qFextμν​Uν​+32​c3q2​m0​(dτDAμ​−c2κ02​Uμ)+q2Uν​∫−∞τ​∇[μGα′ν]​(x(τ),x′(τ′))Uα′dτ′",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0122,UMCH-SRC-P0199,"where Gα′ν​(x,x′) is the retarded Green's tensor in curved spacetime. The tail integral couples the charge q to the Riemann tensor along its entire past worldline.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0123,UMCH-SRC-P0203,An​=gn−2i∑​Di​ci​ni​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0124,UMCH-SRC-P0204,"where ci​ are color factors, Di​ are quadratic propagators, and ni​ are kinematic factors depending on polarizations ϵμ​ and four-momenta kμ​.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0125,UMCH-SRC-P0206,Mn​=(2κgrav​​)n−2i∑​Di​ni2​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0126,UMCH-SRC-P0207,"Because source motion obeys a lower kinematic bound κ0​, kinematic numerators contain (k⋅A)=c2κ0​(k⋅N)=0. Consequently:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0127,UMCH-SRC-P0208,ni​(κ0​)=0⟹Mn​∝[An​]2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0128,UMCH-SRC-P0209,"Every photon scattering/emission process of norm κ0​ directly maps to a corresponding graviton process, confirming (Gravity)∼(Gauge)2.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0129,UMCH-SRC-P0212,A charge executing helical motion with curvature κ0​ and torsion τ1​ generates Glauber coherent states:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0130,UMCH-SRC-P0213,"∣ΨEM​⟩=D^[α]∣0⟩,∣Ψgrav​⟩=D^[β]∣0G​⟩",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0131,UMCH-SRC-P0215,"α(k,λ)=ℏ2ωk​ϵ0​​iq​ϵμ(λ)∗​∫−∞∞​dτUμ(τ)eik⋅x(τ)",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0132,UMCH-SRC-P0216,"β(k,σ)=2ℏ2ωk​​i16πG​m0​c​ϵμν(σ)∗​∫−∞∞​dτUμ(τ)Uν(τ)eik⋅x(τ)",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0133,UMCH-SRC-P0217,"Expanding xμ(τ) in the Frenet-Serret frame yields Airy-type integrals, and emitted quanta carry quantized Orbital Angular Momentum (OAM):",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0134,UMCH-SRC-P0218,"Lz(EM)​=ℏℓ,Jz(grav)​=(ℓ±2)ℏ,where ℓ≈⌊τ1​R⌋",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0135,UMCH-SRC-P0220,Graviton emission leads to decoherence of spatial superpositions with rate Γκ0​​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0136,UMCH-SRC-P0221,"Γκ0​​=ℏGm02​c3κ02​​(λeff​∣Δx∣​)2f(κ0​,τ1​)",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0137,UMCH-SRC-P0222,"Unlike the Diósi-Penrose model, which suffers from UV divergences and requires ad hoc spatial cutoffs R0​, the κ0​ model is inherently regular with a natural cutoff scale κ0−1​ and predicts no unphysical isotropic stochastic heating.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0138,UMCH-SRC-P0225,The ratio between emitted electromagnetic power (Larmor) and gravitational power (Einstein-Larmor) for a particle moving at velocity v=βc with acceleration a=c2κ0​ is:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0139,UMCH-SRC-P0226,R=Pgrav​PEM​​=52Gm02​c5κ02​β2​6πϵ0​q2cκ02​​​=12πϵ0​Gβ2c45​(m0​q​)2=3β2c25​(FG​FE​​),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0140,UMCH-SRC-P0227,"The parameter κ02​ cancels completely, proving that R is a structural constant of the coupled system.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0141,UMCH-SRC-P0230,"FIDO Limit (β→1): Local stationary observers measure β→1, stabilizing Rhorizon​=12πϵ0​Gc45​(q/m0​)2.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0142,UMCH-SRC-P0231,Gertsenshtein Mode Conversion: The radial electric field E(r)=Q/(4πϵ0​r2) induces resonant conversion between spin-1 and spin-2 modes.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0143,UMCH-SRC-P0232,"Greybody Factors: Potential barrier transmission Ts​(ω) suppresses s=2 modes more heavily than s=1 modes (Ts=2​<Ts=1​), elevating the asymptotic ratio observed at infinity (R∞​>Rhorizon​).",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0144,UMCH-SRC-P0234,"The constraint κ0​>0 provides a unified mathematical foundation connecting classical electrodynamics, 5D geometry, radiation reaction regularization, and quantum gravity amplitudes.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0145,UMCH-SRC-P0240,g^​AB​=(gμν​+k2Aμ​Aν​kAν​​kAμ​1​),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0146,UMCH-SRC-P0241,dove k=m0​c22q​. L'azione per una particella libera 5D parametrizzata dal tempo proprio 5D τ^ è:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0147,UMCH-SRC-P0242,S=−m0​c∫dτ^−g^​AB​dτ^dxA​dτ^dxB​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0148,UMCH-SRC-P0244,L^=21​g^​AB​dτ^dxA​dτ^dxB​=21​gμν​dτ^dxμ​dτ^dxν​+21​(dτ^dx5​+kAμ​dτ^dxμ​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0149,UMCH-SRC-P0246,"Poiché la metrica g^​AB​ possiede una simmetria d'isometria rispetto alle traslazioni lungo la quinta coordinata (∂x5∂g^​AB​​=0), il momento coniugato p5​ è una costante del moto:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0150,UMCH-SRC-P0247,p5​=∂(dx5/dτ^)∂L^​=g^​5B​dτ^dxB​=dτ^dx5​+kAμ​dτ^dxμ​=costante,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0151,UMCH-SRC-P0248,"Identificando la carica elettrica q come la componente scalata del momento lungo la quinta dimensione, poniamo p5​=m0​ckq​=2c​.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0152,UMCH-SRC-P0250,Applicando le equazioni di Eulero-Lagrange per le componenti spaziotemporali xμ:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0153,UMCH-SRC-P0251,dτ^d​(∂(dxμ/dτ^)∂L^​)−∂xμ∂L^​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0154,UMCH-SRC-P0253,∂(dxμ/dτ^)∂L^​=gμν​dτ^dxν​+kAμ​(dτ^dx5​+kAα​dτ^dxα​)=gμν​dτ^dxν​+kAμ​p5​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0155,UMCH-SRC-P0254,∂xμ∂L^​=21​∂μ​gαβ​dτ^dxα​dτ^dxβ​+k(∂μ​Aα​)dτ^dxα​(dτ^dx5​+kAβ​dτ^dxβ​)=21​∂μ​gαβ​dτ^dxα​dτ^dxβ​+kp5​(∂μ​Aα​)dτ^dxα​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0156,UMCH-SRC-P0255,Sostituendo nell'equazione del moto e riordinando i termini con la derivata covariante 4D D/dτ:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0157,UMCH-SRC-P0256,gμν​dτDUν​+kp5​(dτdAμ​​−(∂μ​Aα​)Uα)=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0158,UMCH-SRC-P0257,Sviluppando dτdAμ​​=(∂α​Aμ​)Uα:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0159,UMCH-SRC-P0258,gμν​dτDUν​=kp5​(∂μ​Aα​−∂α​Aμ​)Uα=kp5​Fμα​Uα,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0160,UMCH-SRC-P0259,"Sostituendo k=m0​c22q​ e p5​=2c​, il coefficiente diventa kp5​=m0​cq​, ottenendo l'equazione della forza di Lorentz:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0161,UMCH-SRC-P0260,dτDUμ​=m0​q​Fμα​Uα,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0162,UMCH-SRC-P0262,Calcolando il prodotto scalare della quadri-accelerazione Aμ=dτDUμ​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0163,UMCH-SRC-P0263,AμAμ​=gμν​AμAν=(m0​q​)2gμν​Fμα​UαFνβ​Uβ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0164,UMCH-SRC-P0264,"Poiché AμAμ​=c4κ2(τ), imponendo l'assioma di curvatura minima cinematica κ(τ)≥κ0​:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0165,UMCH-SRC-P0265,c4κ2(τ)=(m0​q​)2Fμα​Fμβ​UαUβ≥c4κ02​>0■,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0166,UMCH-SRC-P0268,"Sia xμ(τ) una linea d'universo di tipo tempo. Definiamo la tetrade ortonormale di Frenet-Serret {e0μ​,e1μ​,e2μ​,e3μ​}≡{Uμ/c,Nμ,Bμ,Cμ} con relazioni di ortonormalità:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0167,UMCH-SRC-P0269,"UμUμ​=−c2,NμNμ​=1,BμBμ​=1,CμCμ​=1",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0168,UMCH-SRC-P0270,UμNμ​=UμBμ​=UμCμ​=NμBμ​=NμCμ​=BμCμ​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0169,UMCH-SRC-P0272,dτDUμ​=c2κNμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0170,UMCH-SRC-P0273,dτDNμ​=κUμ+cτ1​Bμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0171,UMCH-SRC-P0274,dτDBμ​=−cτ1​Nμ+cτ2​Cμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0172,UMCH-SRC-P0275,dτDCμ​=−cτ2​Bμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0173,UMCH-SRC-P0276,"dove κ(τ) è la curvatura geodetica, τ1​(τ) è la prima torsione e τ2​(τ) la seconda torsione.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0174,UMCH-SRC-P0278,Sostituiamo la quadri-accelerazione Aμ=c2κNμ nella sua derivata rispetto al tempo proprio:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0175,UMCH-SRC-P0279,dτDAμ​=dτD​(c2κNμ)=c2κ˙Nμ+c2κdτDNμ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0176,UMCH-SRC-P0280,Sostituendo l'equazione di Frenet-Serret per dτDNμ​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0177,UMCH-SRC-P0281,dτDAμ​=c2κ˙Nμ+c2κ(κUμ+cτ1​Bμ)=c2κ˙Nμ+c2κ2Uμ+c3κτ1​Bμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0178,UMCH-SRC-P0284,Fradμ​=τ0​m0​(dτDAμ​−c2Aα​Aα​Uμ),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0179,UMCH-SRC-P0286,Aα​Aα=(c2κNα​)(c2κNα)=c4κ2(Nα​Nα)=c4κ2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0180,UMCH-SRC-P0288,c2Aα​Aα​Uμ=c2c4κ2​Uμ=c2κ2Uμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0181,UMCH-SRC-P0289,Inserendo sia dτDAμ​ che il termine di Schottky nell'espressione dell'auto-forza:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0182,UMCH-SRC-P0290,Fradμ​=τ0​m0​([c2κ˙Nμ+c2κ2Uμ+c3κτ1​Bμ]−c2κ2Uμ),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0183,UMCH-SRC-P0291,I termini proporzionali a Uμ si annullano identicamente:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0184,UMCH-SRC-P0292,Fradμ​=τ0​m0​c2(κ˙Nμ+cκτ1​Bμ),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0185,UMCH-SRC-P0295,m0​c2κNμ=Fextμ​+τ0​m0​c2κ˙Nμ+τ0​m0​c3κτ1​Bμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0186,UMCH-SRC-P0296,"Imponendo il vincolo di curvatura minima costante κ(τ)=κ0​>0, la derivata temporale della curvatura si annulla identicamente (κ˙=0). L'equazione si riduce a:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0187,UMCH-SRC-P0297,m0​c2κ0​Nμ=Fextμ​+τ0​m0​c3κ0​τ1​Bμ,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0188,UMCH-SRC-P0299,"Lungo Nμ: m0​c2κ0​=Fext​⋅N. Questa è un'equazione algebrica/differenziale di secondo ordine ordinaria, priva di derivate terze del campo delle posizioni x...​μ.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0189,UMCH-SRC-P0300,Lungo Bμ: 0=Fext​⋅B+τ0​m0​c3κ0​τ1​. L'auto-forza agisce come un vincolo geometrico che determina la torsione geodetica τ1​.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0190,UMCH-SRC-P0301,"Poiché la derivata dτDAμ​ lungo la normale è soppressa da κ˙=0, l'equazione caratteristica m0​a=τ0​m0​a˙ che genera le soluzioni esponenziali umane unphysical a(τ)=a(0)eτ/τ0​ non si forma. I moti runaway sono rigorosamente eliminati. ■",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0191,UMCH-SRC-P0304,"In uno spaziotempo curvo descritto dal tensore di Riemann Rαβμν​, il tensore potenziale elettromagnetico Aμ​(x) in gauge di Lorenz (∇μAμ​=0) soddisfa l'equazione d'onda di Ricci-Lichnerowicz:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0192,UMCH-SRC-P0305,□Aμ​−Rμ​νAν​=−μ0​jμ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0193,UMCH-SRC-P0306,"La funzione di Green ritardata Gμα′​(x,x′) soddisfa l'equazione differenziale:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0194,UMCH-SRC-P0307,"(δμν​□−Rμ​ν)Gνα′​(x,x′)=−gμα′​(x)−g​δ4(x−x′)​",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0195,UMCH-SRC-P0308,"Secondo la teoria di Hadamard, Gμα′​(x,x′) si scompone in un contributo diretto sul cono di luce e un contributo interno (tail):",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0196,UMCH-SRC-P0309,"Gμα′​(x,x′)=uμα′​(x,x′)δ(Ω)+vμα′​(x,x′)Θ(−Ω)",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0197,UMCH-SRC-P0313,"Aμ​(x)=q∫−∞τret​​Gμα′​(x,x′(τ′))Uα′(τ′)dτ′",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0198,UMCH-SRC-P0314,"Calcolando il tensore di campo elettromagnetico Fμν​=∇μ​Aν​−∇ν​Aμ​ e valutandolo sulla linea d'universo della particella x(τ), l'auto-forza risultante si separa in tre contributi distinti:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0199,UMCH-SRC-P0315,Fselfμ​=Frinormalizzataμ​+FALDμ​+Fcodaμ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0200,UMCH-SRC-P0316,dove il termine di coda Fcodaμ​ prende la forma integrale esplicita:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0201,UMCH-SRC-P0317,"Fcodaμ​(τ)=q2Uν​(τ)∫−∞τ−ϵ​∇[μGα′ν]​(x(τ),x′(τ′))Uα′(τ′)dτ′",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0202,UMCH-SRC-P0319,Sostituendo il risultato dell'Appendice B per la componente locale FALDμ​ con κ(τ)=κ0​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
