claim_id,source_paragraph_id,original_text,normalized_it,translation_en,sector,claim_type,prerequisites,equation_ids,reference_ids,dimensional_check,evidence_level,status,reviewer,decision,rationale
UMCH-CLM-0082,UMCH-SRC-P0082,Mode Conversion (Gertsenshtein Effect): The strong background electric field E(r)=Q/(4πϵ0​r2) induces resonant conversion between spin-1 and spin-2 perturbations.,,,unclassified,CONJECTURE,,UMCH-EQ-0048,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0083,UMCH-SRC-P0083,"Greybody Factors: For an observer at infinity r→∞, potential barrier transmission suppresses gravitational modes (s=2) more strongly than electromagnetic ones (s=1), increasing the measured ratio R∞​>Rhorizon​.",,,gravitation,CONJECTURE,,UMCH-EQ-0049,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0084,UMCH-SRC-P0084,6. Conclusions,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0085,UMCH-SRC-P0085,"Introducing the constraint κ≥κ0​>0 yields a consistent theoretical framework that resolves divergence issues in the ALD equation, predicts the spontaneous generation of photon/graviton vortex coherent states, and provides a gravitationally induced decoherence mechanism that is kinematically testable via optomechanics.",,,gravitation,DERIVATION,,UMCH-EQ-0050,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0086,UMCH-SRC-P0086,User prompt: Fai paper da tutta la conversazione sei stato troppo breve crea paper completo,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0087,UMCH-SRC-P0087,"Response: Unificazione Geometrica, Dinamica di Radiation Reaction e Trattamento Quantistico dell'Interazione Elettro-Gravitazionale in Spaziotempi con Curvatura Geodetica Minima κ0​",,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0088,UMCH-SRC-P0088,Sommario,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0089,UMCH-SRC-P0089,Il presente lavoro costituisce la formulazione organica e completa del quadro teorico basato sull'assioma di ineliminabilità della curvatura cinematica (κ≥κ0​>0). Si dimostra come l'introduzione di un limite inferiore alla curvatura della linea d'universo consenta: (i) l'unificazione geometrica tra potenziale elettromagnetico e metrica spazio-temporale nel formalismo Kaluza-Klein 5D; (ii) la regolarizzazione analitica dell'equazione di Abraham-Lorentz-Dirac (ALD) con soppressione dei moti runaway; (iii) la derivazione dell'equazione di DeWitt-Brehme per cariche in spaziotempi curvi; (iv) la mappatura quantistica delle ampiezze tramite la doppia copia di Bern-Carrasco-Johansson (BCJ); (v) la caratterizzazione degli stati coerenti con momento angolare orbitale (OAM) e della decoerenza gravitazionale intrinseca; (vi) l'analisi esatta del rapporto di potenza emessa R=PEM​/Pgrav​ in prossimità dell'orizzonte degli eventi di un buco nero di Reissner-Nordström.,,,cosmology,DERIVATION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0090,UMCH-SRC-P0090,1. Assiomatizzazione Kinematica e Unificazione 5D (Kaluza-Klein),,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0091,UMCH-SRC-P0091,1.1 Il Vincolo di Curvatura Minima,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0092,UMCH-SRC-P0092,"Assumiamo che nello spaziotempo quadridimensionale dotato di metrica gμν​ con segnatura (−,+,+,+), la linea d'universo xμ(τ) di una particella carica di massa m0​ e carica q soddisfi le equazioni cinematiche nel tetrade di Frenet-Serret 4D:",,,cosmology,ASSUMPTION,,UMCH-EQ-0051,FormigaRomero2006,PASS_WITH_CONDITIONS,STANDARD_SETUP_WITH_EXTRA_ASSUMPTIONS,SUPPORTED_WITH_CONDITIONS,Repository foundational audit 2026-08-21,RETAIN_GEOMETRY_NOT_BOUND,Metric signature and timelike tetrad setup are conventional; charged-particle status is irrelevant to pure kinematics and no lower bound follows.
UMCH-CLM-0093,UMCH-SRC-P0093,"dτDUμ​=Aμ=c2κ(τ)Nμ,con κ(τ)≥κ0​>0",,,geometry,CONJECTURE,,UMCH-EQ-0052,FormigaRomero2006;Will2014,PASS_WITH_NOTATION_CORRECTION,STANDARD_IDENTITY_PLUS_UNPROVEN_INEQUALITY,UNPROVEN,Repository foundational audit 2026-08-21,KEEP_AS_FALSIFIABLE_HYPOTHESIS,"The kinematic decomposition can be defined, but κ≥κ₀>0 conflicts with geodesic κ=0 unless a new tested dynamics or observable is supplied."
UMCH-CLM-0094,UMCH-SRC-P0094,"dove Uμ=dτdxμ​ è la quadri-velocità (UμUμ​=−c2), Nμ è il quadri-vettore normale unitario (NμNμ​=1), e κ(τ) rappresenta la curvatura geodetica propria.",,,geometry,CONJECTURE,,UMCH-EQ-0053,FormigaRomero2006,PASS_WITH_TERMINOLOGY_CORRECTION,STANDARD_DEFINITIONS_WITH_AMBIGUOUS_TERM,CORRECTABLE,Repository foundational audit 2026-08-21,RENAME_WORLDLINE_CURVATURE,U and N definitions are standard under conditions; calling proper worldline curvature 'geodesic curvature' risks confusion with other geometric uses.
UMCH-CLM-0095,UMCH-SRC-P0095,1.2 Geodetiche 5D e Proiezione di Gauge,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0096,UMCH-SRC-P0096,"Nel formalismo di Kaluza-Klein esteso, lo spaziotempo a 5 dimensioni possiede un tensore metrico g^​AB​ (A,B=0,1,2,3,5):",,,gravitation,CONJECTURE,,UMCH-EQ-0054,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0097,UMCH-SRC-P0097,g^​AB​dxAdxB=gμν​dxμdxν+ϕ2(dx5+kAμ​dxμ)2,,,unclassified,CONJECTURE,,UMCH-EQ-0055,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0098,UMCH-SRC-P0098,ponendo lo scalare dilatonico ϕ=1 e la costante di accoppiamento k=c416πGϵ0​​​=m0​c22q​.,,,unclassified,CONJECTURE,,UMCH-EQ-0056,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0099,UMCH-SRC-P0099,L'equazione geodetica 5D per una particella priva di forze esterne è:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0100,UMCH-SRC-P0100,dτ^2d2xA​+Γ^BCA​dτ^dxB​dτ^dxC​=0,,,unclassified,CONJECTURE,,UMCH-EQ-0057,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0101,UMCH-SRC-P0101,"Proiettando le prime quattro componenti (A=μ) sullo spaziotempo 4D, si ottiene:",,,gravitation,CONJECTURE,,UMCH-EQ-0058,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0102,UMCH-SRC-P0102,dτDUμ​=m0​q​Fμνuν​,,,unclassified,CONJECTURE,,UMCH-EQ-0059,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0103,UMCH-SRC-P0103,Applicando la norma della quadri-accelerazione sotto il vincolo κ≥κ0​:,,,geometry,CONJECTURE,,UMCH-EQ-0060,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0104,UMCH-SRC-P0104,κ2=c4gμα​AμAα​=(m0​c2q​)2gμα​FμνFαβUν​Uβ​≥κ02​>0,,,geometry,CONJECTURE,,UMCH-EQ-0061,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0105,UMCH-SRC-P0105,Risultato: Il tensore di campo elettromagnetico Fμν​ e il tensore di curvatura di Riemann Rαβμν​ non sono entità disgiunte: Fμν​ costituisce la manifestazione geometrica necessaria affinché la linea d'universo mantenga la curvatura cinematica minima κ0​.,,,cosmology,CONJECTURE,,UMCH-EQ-0062,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0106,UMCH-SRC-P0106,2. Dinamica di Radiation Reaction: Regolarizzazione ALD e DeWitt-Brehme,,,radiation-reaction,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0107,UMCH-SRC-P0107,2.1 Regolarizzazione dell'Equazione di Abraham-Lorentz-Dirac,,,radiation-reaction,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0108,UMCH-SRC-P0108,L'equazione classica di Abraham-Lorentz-Dirac (ALD) che descrive l'auto-forza emessa da una carica è:,,,radiation-reaction,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0109,UMCH-SRC-P0109,m0​Aμ=Fextμ​+τ0​m0​(dτDAμ​−c2Aα​Aα​Uμ),,,unclassified,CONJECTURE,,UMCH-EQ-0063,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0110,UMCH-SRC-P0110,con τ0​=6πϵ0​m0​c3q2​. Sviluppando la derivata della quadri-accelerazione tramite le relazioni di Frenet-Serret 4D:,,,geometry,CONJECTURE,,UMCH-EQ-0064,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0111,UMCH-SRC-P0111,dτDAμ​=c2κ˙Nμ+c2κ2Uμ+c2κτ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0065,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0112,UMCH-SRC-P0112,"dove Bμ è il quadri-vettore binormale unitario e τ1​ è la torsione geodetica. Sostituendo tale sviluppo nell'equazione ALD, il termine proporzionale a Uμ (c2κ2Uμ) cancella esattamente il termine di Schottky −c2Aα​Aα​Uμ=−c2κ2Uμ:",,,geometry,CONJECTURE,,UMCH-EQ-0066,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0113,UMCH-SRC-P0113,Fradμ​=τ0​m0​c2(κ˙Nμ+κτ1​Bμ),,,geometry,CONJECTURE,,UMCH-EQ-0067,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0114,UMCH-SRC-P0114,"Sotto la condizione di curvatura minima costante κ(τ)=κ0​⟹κ˙=0, l'equazione del moto diviene:",,,geometry,CONJECTURE,,UMCH-EQ-0068,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0115,UMCH-SRC-P0115,m0​c2κ0​Nμ=Fextμ​+τ0​m0​c2κ0​τ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0069,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0116,UMCH-SRC-P0116,"Poiché l'auto-forza agisce esclusivamente lungo la direzione binormale Bμ, le componenti lungo la normale Nμ non contengono derivate temporali di ordine superiore a due, eliminando analiticamente le soluzioni esponenziali divergenti (runaway solutions).",,,radiation-reaction,CONJECTURE,,UMCH-EQ-0070,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0117,UMCH-SRC-P0117,2.2 Equazione di DeWitt-Brehme in Spaziotempi Curvi,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0118,UMCH-SRC-P0118,"In presenza di curvatura gravitazionale di fondo Rαβμν​=0, la propagation della radiazione elettromagnetica avviene lungo il cono di luce e all'interno di esso (a causa della dispersione sulla curvatura). L'equazione del moto si generalizza nell'equazione di DeWitt-Brehme:",,,gravitation,CONJECTURE,,UMCH-EQ-0071,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0119,UMCH-SRC-P0119,"m0​Aμ=qFextμν​Uν​+32​c3q2​m0​(dτDAμ​−c2κ02​Uμ)+q2Uν​∫−∞τ​∇[μGα′ν]​(x(τ),x′(τ′))Uα′dτ′",,,geometry,CONJECTURE,,UMCH-EQ-0072,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0120,UMCH-SRC-P0120,"dove Gα′ν​(x,x′) è il tensore di Green ritardato del campo elettromagnetico nello spaziotempo curvo. L'accoppiamento tra carica e gravitazione si manifesta nel termine di coda (tail term), il quale dimostra che la radiazione emessa dalla particella vincolata a κ0​ interagisce con la curvatura locale di Riemann lungo tutta la sua storia passata.",,,gravitation,CONJECTURE,,UMCH-EQ-0073,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0121,UMCH-SRC-P0121,3. Dualità di Gauge-Gravità: Doppia Copia BCJ Quantistica,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0122,UMCH-SRC-P0122,"A livello quantistico perturbativo, la connessione tra la teoria di Gauge U(1) / Yang-Mills e la gravità quantistica linearizzata è regolata dal formalismo di Bern-Carrasco-Johansson (BCJ).",,,gravitation,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0123,UMCH-SRC-P0123,L'ampiezza di scattering a n-punti in teoria di Gauge è espressa come:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0124,UMCH-SRC-P0124,An​=gn−2i∑​Di​ci​ni​​,,,unclassified,CONJECTURE,,UMCH-EQ-0074,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0125,UMCH-SRC-P0125,"dove ci​ sono i fattori di colore, Di​ sono i propagatori quadratici dei canali kinematici, e ni​ sono i fattori cinematici dipendenti dalle polarizzazioni ϵμ​ e dai quadri-momenti kμ​.",,,unclassified,CONJECTURE,,UMCH-EQ-0075,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0126,UMCH-SRC-P0126,"Sostituendo i fattori di colore ci​ con ulteriori fattori cinematici ni​ (sostituzione ci​→ni​), si ottiene direttamente l'ampiezza di scattering gravitazionale Mn​:",,,gravitation,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0127,UMCH-SRC-P0127,Mn​=(2κgrav​​)n−2i∑​Di​ni2​​,,,geometry,CONJECTURE,,UMCH-EQ-0076,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0128,UMCH-SRC-P0128,"Poiché il moto della sorgente ammette un vincolo cinematico inferiore κ0​, i numeratori cinematici ni​ contengono contrazioni del tipo (k⋅A)=c2κ0​(k⋅N)=0. Di conseguenza:",,,geometry,CONJECTURE,,UMCH-EQ-0077,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0129,UMCH-SRC-P0129,ni​(κ0​)=0⟹Mn​∝[An​]2,,,geometry,CONJECTURE,,UMCH-EQ-0078,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0130,UMCH-SRC-P0130,"Ogni processo di emissione o scattering di fotoni di norma κ0​ mappa direttamente in un processo di emissione di gravitoni, confermando la dualità quantistica (Gravitaˋ)∼(Gauge)2.",,,gravitation,CONJECTURE,,UMCH-EQ-0079,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0131,UMCH-SRC-P0131,"4. Stati Coerenti, OAM e Decoerenza Gravitazionale Intrinseca",,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0132,UMCH-SRC-P0132,4.1 Stati Coerenti di Fotoni e Gravitoni,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0133,UMCH-SRC-P0133,"Una carica vincolata a una traiettoria elicitale con curvatura κ0​ e torsione τ1​ genera una corrente quantizzata che eccita lo stato di vuoto dei campi, producendo uno stato coerente di Glauber:",,,quantum-fields,CONJECTURE,,UMCH-EQ-0080,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0134,UMCH-SRC-P0134,"∣ΨEM​⟩=D^[α]∣0⟩,∣Ψgrav​⟩=D^[β]∣0G​⟩",,,unclassified,CONJECTURE,,UMCH-EQ-0081,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0135,UMCH-SRC-P0135,"Le ampiezze di coerenza α(k,λ) per fotoni di polarizzazione λ e β(k,σ) per gravitoni di elicità σ=±2 sono:",,,gravitation,CONJECTURE,,UMCH-EQ-0082,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0136,UMCH-SRC-P0136,"α(k,λ)=ℏ2ωk​ϵ0​​iq​ϵμ(λ)∗​∫−∞∞​dτUμ(τ)eik⋅x(τ)",,,unclassified,CONJECTURE,,UMCH-EQ-0083,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0137,UMCH-SRC-P0137,"β(k,σ)=2ℏ2ωk​​i16πG​m0​c​ϵμν(σ)∗​∫−∞∞​dτUμ(τ)Uν(τ)eik⋅x(τ)",,,unclassified,CONJECTURE,,UMCH-EQ-0084,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0138,UMCH-SRC-P0138,Espandendo la fase k⋅x(τ) attorno a τ=0 nel tetrade di Frenet-Serret:,,,geometry,CONJECTURE,,UMCH-EQ-0085,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0139,UMCH-SRC-P0139,xμ(τ)=x0μ​+U0μ​τ+21​c2κ0​N0μ​τ2+61​c2κ0​τ1​B0μ​τ3+O(τ4),,,geometry,CONJECTURE,,UMCH-EQ-0086,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0140,UMCH-SRC-P0140,"Gli integrali di ampiezza si riducono a funzioni di Airy Ai(z), e i quanti irradiati trasportano un momento angolare orbitale quantizzato (OAM):",,,quantum-fields,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0141,UMCH-SRC-P0141,"Lz(EM)​=ℏℓ,Jz(grav)​=(ℓ±2)ℏ,con ℓ≈⌊τ1​R⌋",,,unclassified,CONJECTURE,,UMCH-EQ-0087,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0142,UMCH-SRC-P0142,4.2 Decoerenza Gravitazionale Intrinseca vs. Modello Diósi-Penrose,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0143,UMCH-SRC-P0143,L'emissione continua di gravitoni incoerenti legati alla curvatura κ0​ distrugge la sovrapposizione quantistica di uno stato spaziale ∣ψ⟩=2​1​(∣xA​⟩+∣xB​⟩). Il tasso di decoerenza Γκ0​​ è dato da:,,,gravitation,CONJECTURE,,UMCH-EQ-0088,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0144,UMCH-SRC-P0144,"Γκ0​​=ℏGm02​c3κ02​​(λeff​∣Δx∣​)2f(κ0​,τ1​)",,,geometry,CONJECTURE,,UMCH-EQ-0089,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0145,UMCH-SRC-P0145,5. Rapporto di Potenza Irradiata R ed Effetti in Spaziotempi di Reissner-Nordström,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0146,UMCH-SRC-P0146,5.1 Derivazione Esatta del Rapporto R,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0147,UMCH-SRC-P0147,Calcoliamo la potenza totale emessa da una carica q di massa m0​ in moto con velocità v=βc e accelerazione propria a=c2κ0​.,,,geometry,CONJECTURE,,UMCH-EQ-0090,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0148,UMCH-SRC-P0148,"Potenza Elettromagnetica (Larmor Relativistica):
PEM​=6πϵ0​q2cκ02​​",,,geometry,CONJECTURE,,UMCH-EQ-0091,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0149,UMCH-SRC-P0149,"Potenza Gravitazionale (Einstein-Larmor Quadrupolare):
Pgrav​=52Gm02​c5κ02​β2​",,,gravitation,CONJECTURE,,UMCH-EQ-0092,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0150,UMCH-SRC-P0150,Dividendo le due espressioni:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0151,UMCH-SRC-P0151,R=Pgrav​PEM​​=52Gm02​c5κ02​β2​6πϵ0​q2cκ02​​​=12πϵ0​Gβ2c45​(m0​q​)2=3β2c25​(FG​FE​​),,,geometry,CONJECTURE,,UMCH-EQ-0093,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0152,UMCH-SRC-P0152,Il parametro κ02​ si semplifica perfettamente: il rapporto R è un'invariante strutturale del sistema materia-campo.,,,geometry,CONJECTURE,,UMCH-EQ-0094,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0153,UMCH-SRC-P0153,5.2 Comportamento all'Orizzonte degli Eventi di Reissner-Nordström,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0154,UMCH-SRC-P0154,Consideriamo la metrica di Reissner-Nordström per un buco nero carico di massa M e carica Q:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0155,UMCH-SRC-P0155,"ds2=−f(r)c2dt2+f(r)dr2​+r2dΩ2,f(r)=1−rrs​​+r2rQ2​​",,,unclassified,CONJECTURE,,UMCH-EQ-0095,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0156,UMCH-SRC-P0156,"In prossimità dell'orizzonte degli eventi r+​, tre fenomeni modificano la fisica dell'emissione:",,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0157,UMCH-SRC-P0157,"Limite FIDO (β→1): Per un osservatore stazionario a riposo locale (Zero Angular Momentum Observer / FIDO), qualsiasi particella in caduta o in orbita radiale raggiunge la velocità della luce β→1. Il rapporto locale tende al valore asintotico:
Rorizzonte​=12πϵ0​Gc45​(m0​q​)2",,,unclassified,CONJECTURE,,UMCH-EQ-0096,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0158,UMCH-SRC-P0158,Conversione di Modo di Gertsenshtein: L'intenso campo elettrico radiale del buco nero E(r)=4πϵ0​r2Q​ funge da catalizzatore: le onde gravitazionali hμν​ (spin-2) e le onde elettromagnetiche fμν​ (spin-1) si convertono reciprocamente a causa del termine d'interazione nel lagrangiano Lint​∼Fμνfμν​h.,,,gravitation,CONJECTURE,,UMCH-EQ-0097,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0159,UMCH-SRC-P0159,"Fattori di Corpo Grigio (Greybody Factors): La radiazione prodotta vicino a r+​ deve attraversare la barriera di potenziale Vs​(r) per raggiungere r→∞. Poiché il potenziale centrifugo per spin s=2 è superiore a quello per spin s=1:
Ts=2​(ω)<Ts=1​(ω)
Per un osservatore distante, la radiazione gravitazionale viene filtrata maggiormente rispetto a quella elettromagnetica, determinando un incremento del rapporto misurato a distanza:
R∞​(ω)=Rorizzonte​⋅​Ts=2​(ω)Ts=1​(ω)​​2>Rorizzonte​",,,gravitation,CONJECTURE,,UMCH-EQ-0098,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0160,UMCH-SRC-P0160,6. Conclusioni,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0161,UMCH-SRC-P0161,Il postulato dell'inesistenza di linee d'universo a curvatura geodetica nulla (κ0​>0) costituisce un principio unificatore ad alto potere predittivo. Esso:,,,cosmology,ASSUMPTION,,UMCH-EQ-0099,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0162,UMCH-SRC-P0162,Riconduce l'interazione elettromagnetica alla geometria di uno spaziotempo 5D unificato.,,,gravitation,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0163,UMCH-SRC-P0163,Risolve storici problemi di divergenza (moti runaway dell'equazione ALD).,,,radiation-reaction,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0164,UMCH-SRC-P0164,Fornisce un ponte tra ampiezze di gauge e ampiezze di gravità quantistica mediante il formalismo BCJ.,,,gravitation,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
